Top Ranking															
	Market ALL (SET+mai)														
1434	AYUD-W1	3.98	4.16	3.84	3.88	-2.51	"2,794,200.00"	"11,223,032.00"	"2,794,210.00"	"11,223,074.00"	3.56	"304,901,582.16"	-	-	-
1435	AMA	4.7	4.66	4.58	4.58	-2.55	"131,500.00"	"606,572.00"	"131,500.00"	"606,572.00"	0.03	"2,372,058,820.34"	13.97	1.18	3.64
1436	PTG01C1905B	0.78	0.81	0.76	0.76	-2.56	"996,300.00"	"782,883.00"	"996,300.00"	"782,883.00"	1.99	"38,000,000.00"	-	-	-
1437	PRINC	4.68	4.7	4.56	4.56	-2.56	"331,200.00"	"1,538,954.00"	"331,201.00"	"1,538,958.78"	0.01	"14,774,799,091.20"	N/A	1.8	N/A
1438	RML	1.16	1.17	1.13	1.13	-2.59	"2,862,700.00"	"3,275,844.00"	"2,862,700.00"	"3,275,844.00"	0.07	"4,714,907,063.51"	N/A	0.97	2.37
1439	PTG19C1905A	0.77	0.81	0.75	0.75	-2.6	"4,351,100.00"	"3,367,028.00"	"4,351,100.00"	"3,367,028.00"	3.63	"90,000,000.00"	-	-	-
1440	S10001C1911A	0.77	0.8	0.75	0.75	-2.6	"167,300.00"	"131,750.00"	"167,300.00"	"131,750.00"	0.33	"37,680,000.00"	-	-	-
1441	SIMAT-W4	0.77	0.79	0.75	0.75	-2.6	"334,300.00"	"258,480.00"	"334,333.00"	"258,486.93"	0.77	"32,767,186.50"	-	-	-
1442	RS	15.4	15.7	15	15	-2.6	"8,361,000.00"	"128,195,870.00"	"8,361,016.00"	"128,196,117.50"	0.83	"15,152,237,880.00"	29.56	9.44	N/A
1443	BCPG28C1906A	0.38	0.4	0.37	0.37	-2.63	"1,499,700.00"	"569,896.00"	"1,499,700.00"	"569,896.00"	1.87	"29,600,000.00"	-	-	-
1444	IVL24C1906A	0.38	0.4	0.37	0.37	-2.63	"207,000.00"	"81,590.00"	"207,000.00"	"81,590.00"	0.41	"18,500,000.00"	-	-	-
1445	CPAL42C1904A	0.38	0.38	0.37	0.37	-2.63	"203,400.00"	"77,282.00"	"203,400.00"	"77,282.00"	0.34	"22,200,000.00"	-	-	-
1446	VGI-W2	0.38	0.39	0.37	0.37	-2.63	"8,216,300.00"	"3,083,147.00"	"8,216,464.00"	"3,083,206.24"	0.48	"633,193,881.55"	-	-	-
1447	SAMART-W2	0.38	0.38	0.37	0.37	-2.63	"97,900.00"	"37,058.00"	"98,065.00"	"37,078.13"	0.03	"124,108,964.95"	-	-	-
1448	TNH	38	37.75	36.5	37	-2.63	"107,700.00"	"3,999,325.00"	"107,711.00"	"3,999,735.25"	0.06	"6,660,000,000.00"	18.7	3.99	1.62
1449	TISC11C1910A	0.74	0.76	0.72	0.72	-2.7	"1,820,000.00"	"1,344,434.00"	"1,820,000.00"	"1,344,434.00"	2.71	"48,384,000.00"	-	-	-
1450	BPP13C1906A	0.36	0.36	0.35	0.35	-2.78	"10,891,200.00"	"3,898,804.00"	"10,891,200.00"	"3,898,804.00"	9.08	"42,000,000.00"	-	-	-
1451	FC <C >	0.36	0.37	0.35	0.35	-2.78	"129,600.00"	"45,657.00"	"129,601.00"	"45,657.36"	0.01	"747,761,096.60"	N/A	3.63	N/A
1452	TSE	2.14	2.18	2.08	2.08	-2.8	"1,739,600.00"	"3,683,616.00"	"1,739,615.00"	"3,683,647.80"	0.09	"3,963,959,126.40"	9.18	0.81	0.25
1453	AAV11C1910A	0.35	0.36	0.33	0.34	-2.86	"2,440,100.00"	"840,487.00"	"2,440,100.00"	"840,487.00"	9.49	"8,738,000.00"	-	-	-
1454	EA13C1905A	0.35	0.37	0.33	0.34	-2.86	"12,782,800.00"	"4,447,835.00"	"12,782,800.00"	"4,447,835.00"	10.65	"40,800,000.00"	-	-	-
1455	IVL23C1906A	0.35	0.36	0.34	0.34	-2.86	"3,500,000.00"	"1,238,000.00"	"3,500,000.00"	"1,238,000.00"	7	"17,000,000.00"	-	-	-
1456	BTS01C1903A	0.35	0.36	0.34	0.34	-2.86	"931,300.00"	"326,230.00"	"931,300.00"	"326,230.00"	1.71	"18,543,600.00"	-	-	-
1457	CENT01C1903A	0.35	0.37	0.34	0.34	-2.86	"9,652,900.00"	"3,441,844.00"	"9,652,900.00"	"3,441,844.00"	11.86	"27,682,800.00"	-	-	-
1458	DTAC01P1902A	0.35	0.34	0.34	0.34	-2.86	"3,130,000.00"	"1,064,200.00"	"3,130,000.00"	"1,064,200.00"	4.15	"25,642,800.00"	-	-	-
1459	WHA23C1906A	0.34	0.35	0.33	0.33	-2.94	"6,000,000.00"	"2,025,000.00"	"6,000,000.00"	"2,025,000.00"	12	"16,500,000.00"	-	-	-
1460	KTC28C1905A	0.33	0.36	0.32	0.32	-3.03	"11,551,200.00"	"3,906,608.00"	"11,551,200.00"	"3,906,608.00"	10.5	"35,200,000.00"	-	-	-
1461	CPAL27P1905A	0.33	0.32	0.32	0.32	-3.03	"90,000.00"	"28,800.00"	"90,000.00"	"28,800.00"	0.18	"16,000,000.00"	-	-	-
1462	CCP	0.33	0.33	0.32	0.32	-3.03	"536,000.00"	"171,722.00"	"536,058.00"	"171,738.64"	0.02	"885,769,657.92"	N/A	0.7	N/A
1463	NVD	3.22	3.28	3.12	3.12	-3.11	"450,300.00"	"1,448,192.00"	"450,300.00"	"1,448,192.00"	0.03	"4,307,471,931.36"	18.41	0.91	1.92
1464	MEGA11C1910A	0.32	0.34	0.31	0.31	-3.13	"3,260,000.00"	"1,077,250.00"	"3,260,000.00"	"1,077,250.00"	6.43	"15,717,000.00"	-	-	-
1465	UV19C1906A	0.32	0.33	0.3	0.31	-3.13	"1,879,000.00"	"595,470.00"	"1,879,000.00"	"595,470.00"	1.57	"37,200,000.00"	-	-	-
1466	ADVA13P1904A	0.64	0.64	0.62	0.62	-3.13	"7,136,400.00"	"4,474,743.00"	"7,136,400.00"	"4,474,743.00"	5.95	"74,400,000.00"	-	-	-
1467	CPAL24C1904A	0.64	0.65	0.62	0.62	-3.13	"8,400.00"	"5,325.00"	"8,400.00"	"5,325.00"	0.02	"31,000,000.00"	-	-	-
1468	PTTE28P1903A	0.96	0.93	0.87	0.93	-3.12	"32,000.00"	"29,140.00"	"32,000.00"	"29,140.00"	0.07	"40,920,000.00"	-	-	-
1469	PTT28P1903A	0.32	0.31	0.27	0.31	-3.13	"12,300,900.00"	"3,548,519.00"	"12,300,900.00"	"3,548,519.00"	21.97	"17,360,000.00"	-	-	-
1470	CHG	1.91	1.94	1.83	1.85	-3.14	"110,623,500.00"	"206,397,131.00"	"110,623,881.00"	"206,397,849.10"	1.01	"20,350,000,000.00"	31.41	5.86	1.95
1471	S5001C1904A	0.95	1.04	0.91	0.92	-3.16	"19,664,900.00"	"19,223,822.00"	"19,664,900.00"	"19,223,822.00"	27.87	"64,924,400.00"	-	-	-
1472	GPSC01C1905A	0.63	0.66	0.61	0.61	-3.17	"5,736,100.00"	"3,614,938.00"	"5,736,100.00"	"3,614,938.00"	6.09	"57,462,000.00"	-	-	-
1473	GULF13C1906A	0.93	0.94	0.88	0.9	-3.23	"58,252,800.00"	"52,927,953.00"	"58,252,800.00"	"52,927,953.00"	48.54	"108,000,000.00"	-	-	-
1474	PTTE08C1906A	0.62	0.67	0.6	0.6	-3.23	"6,296,100.00"	"4,090,007.00"	"6,296,100.00"	"4,090,007.00"	7.87	"48,000,000.00"	-	-	-
1475	CENT11C1909A	0.31	0.32	0.3	0.3	-3.23	"1,445,300.00"	"451,247.00"	"1,445,300.00"	"451,247.00"	3.12	"13,890,000.00"	-	-	-
1476	KBAN13C1904B	0.31	0.33	0.3	0.3	-3.23	"14,012,800.00"	"4,392,569.00"	"14,012,800.00"	"4,392,569.00"	11.68	"36,000,000.00"	-	-	-
1477	BGRI24C1901A	0.31	0.3	0.3	0.3	-3.23	"80,000.00"	"24,000.00"	"80,000.00"	"24,000.00"	0.16	"15,000,000.00"	-	-	-
1478	GULF28C1906A	0.9	0.91	0.85	0.87	-3.33	"8,336,800.00"	"7,296,142.00"	"8,336,800.00"	"7,296,142.00"	19.85	"36,540,000.00"	-	-	-
1479	BANP01C1905B	0.3	0.32	0.29	0.29	-3.33	"9,093,300.00"	"2,819,308.00"	"9,093,300.00"	"2,819,308.00"	9.09	"29,000,000.00"	-	-	-
1480	IVL01C1903A	0.3	0.32	0.29	0.29	-3.33	"14,273,500.00"	"4,350,816.00"	"14,273,500.00"	"4,350,816.00"	14.4	"28,736,100.00"	-	-	-
1481	PTT27P1903A	0.3	0.3	0.27	0.29	-3.33	"675,000.00"	"188,550.00"	"675,000.00"	"188,550.00"	1.35	"14,500,000.00"	-	-	-
1482	TCC-W5	0.3	0.29	0.27	0.29	-3.33	"103,500.00"	"28,461.00"	"103,500.00"	"28,461.00"	0.11	"28,538,440.93"	-	-	-
1483	CIG	0.3	0.31	0.29	0.29	-3.33	"189,100.00"	"55,915.00"	"189,100.00"	"55,915.00"	0.02	"250,788,166.78"	N/A	0.33	N/A
1484	"TFI <C , NP>"	0.3	0.36	0.29	0.29	-3.33	"513,400.00"	"159,561.00"	"513,403.00"	"159,561.93"	0.03	"593,775,000.00"	N/A	1.79	N/A
1485	AHC	17.6	17.6	14	17	-3.41	"46,500.00"	"779,910.00"	"46,700.00"	"783,357.90"	0.03	"2,548,457,488.00"	16.44	1.67	2.59
1486	ADVA01P1905B	0.58	0.57	0.55	0.56	-3.45	"5,703,700.00"	"3,168,960.00"	"5,703,700.00"	"3,168,960.00"	10.97	"29,103,200.00"	-	-	-
1487	TOA19C1906A	0.29	0.3	0.28	0.28	-3.45	"420,100.00"	"123,830.00"	"420,100.00"	"123,830.00"	0.35	"33,600,000.00"	-	-	-
1488	AMAT23C1906A	0.29	0.3	0.28	0.28	-3.45	"1,300,000.00"	"375,500.00"	"1,300,000.00"	"375,500.00"	2.6	"14,000,000.00"	-	-	-
1489	CPAL11P1903A	0.29	0.28	0.27	0.28	-3.45	"3,090,600.00"	"851,094.00"	"3,090,600.00"	"851,094.00"	4.65	"18,620,000.00"	-	-	-
1490	TFG-W2	0.29	0.29	0.27	0.28	-3.45	"221,800.00"	"62,456.00"	"221,810.00"	"62,459.00"	0.04	"143,025,526.28"	-	-	-
1491	KOOL	1.45	1.54	1.35	1.4	-3.45	"16,319,600.00"	"23,850,562.00"	"16,319,602.00"	"23,850,564.80"	3.4	"672,000,000.00"	N/A	3.69	N/A
1492	BGRI01C1901A	1.13	1.13	1.06	1.09	-3.54	"1,377,800.00"	"1,518,719.00"	"1,377,800.00"	"1,518,719.00"	2.45	"61,410,600.00"	-	-	-
1493	BEM28C1905A	0.28	0.31	0.27	0.27	-3.57	"12,194,500.00"	"3,680,250.00"	"12,194,500.00"	"3,680,250.00"	18.48	"17,820,000.00"	-	-	-
1494	MTC23C1906A	0.28	0.29	0.27	0.27	-3.57	"1,600,000.00"	"458,000.00"	"1,600,000.00"	"458,000.00"	3.2	"13,500,000.00"	-	-	-
1495	HMPR27P1905A	0.28	0.28	0.27	0.27	-3.57	"350,000.00"	"96,500.00"	"350,000.00"	"96,500.00"	0.7	"13,500,000.00"	-	-	-
1496	TISC42C1904A	0.28	0.28	0.27	0.27	-3.57	"506,000.00"	"138,644.00"	"506,000.00"	"138,644.00"	0.84	"16,200,000.00"	-	-	-
1497	KTC01C1901A	0.28	0.32	0.27	0.27	-3.57	"15,488,100.00"	"4,604,029.00"	"15,488,100.00"	"4,604,029.00"	13.44	"31,125,600.00"	-	-	-
1498	TTCL-W1	0.83	0.85	0.8	0.8	-3.61	"1,264,000.00"	"1,041,191.00"	"1,264,116.00"	"1,041,288.40"	1.13	"89,596,545.60"	-	-	-
1499	CHOTI	138	133.5	133	133	-3.62	200	"26,650.00"	201	"26,790.00"	N/A	"997,500,000.00"	47.23	0.84	0.75
1500	BCH	16.4	16.8	15.5	15.8	-3.66	"40,255,200.00"	"646,456,710.00"	"40,255,604.00"	"646,463,187.30"	1.62	"39,401,218,147.20"	35.86	7.25	1.27
1501	KKP28C1905A	0.27	0.28	0.26	0.26	-3.7	"1,660,400.00"	"452,885.00"	"1,660,400.00"	"452,885.00"	3.95	"10,920,000.00"	-	-	-
1502	KBAN28C1905A	0.27	0.28	0.26	0.26	-3.7	"3,891,400.00"	"1,053,600.00"	"3,891,400.00"	"1,053,600.00"	14.97	"6,760,000.00"	-	-	-
1503	THAI19C1905A	0.27	0.3	0.26	0.26	-3.7	"700,600.00"	"200,670.00"	"700,600.00"	"200,670.00"	0.58	"31,200,000.00"	-	-	-
1504	TOP01C1901A	0.53	0.57	0.51	0.51	-3.77	"12,636,100.00"	"6,794,259.00"	"12,636,100.00"	"6,794,259.00"	15.8	"40,789,800.00"	-	-	-
1505	CPN06C1903A	0.26	0.27	0.25	0.25	-3.85	"993,500.00"	"263,279.00"	"993,500.00"	"263,279.00"	1.66	"15,000,000.00"	-	-	-
1506	MEGA19C1906A	0.26	0.29	0.25	0.25	-3.85	"2,030,000.00"	"551,688.00"	"2,030,000.00"	"551,688.00"	1.69	"30,000,000.00"	-	-	-
1507	BBL24P1904A	0.26	0.26	0.24	0.25	-3.85	"19,000.00"	"4,750.00"	"19,000.00"	"4,750.00"	0.04	"12,500,000.00"	-	-	-
1508	FOCUS-W2	0.52	0.55	0.5	0.5	-3.85	"488,300.00"	"253,295.00"	"488,300.00"	"253,295.00"	1.54	"15,839,999.50"	-	-	-
1509	IVL01C1905A	0.51	0.53	0.49	0.49	-3.92	"15,272,600.00"	"7,859,738.00"	"15,272,600.00"	"7,859,738.00"	15.27	"49,000,000.00"	-	-	-
1510	TISC27C1905A	0.51	0.53	0.49	0.49	-3.92	"675,000.00"	"347,400.00"	"675,000.00"	"347,400.00"	1.35	"24,500,000.00"	-	-	-
1511	LPN08C1908A	0.25	0.26	0.24	0.24	-4	"279,000.00"	"71,383.00"	"279,000.00"	"71,383.00"	0.35	"19,200,000.00"	-	-	-
1512	BCPG13C1905A	0.25	0.27	0.24	0.24	-4	"16,077,000.00"	"4,085,736.00"	"16,077,000.00"	"4,085,736.00"	13.4	"28,800,000.00"	-	-	-
1513	SGP06C1903A	0.25	0.25	0.21	0.24	-4	"999,000.00"	"229,470.00"	"999,000.00"	"229,470.00"	1.67	"14,400,000.00"	-	-	-
1514	CPAL08C1902B	0.25	0.25	0.24	0.24	-4	"1,060,700.00"	"264,175.00"	"1,060,700.00"	"264,175.00"	1.33	"19,200,000.00"	-	-	-
1515	HMPR01P1902A	0.25	0.25	0.23	0.24	-4	"1,368,500.00"	"330,784.00"	"1,368,500.00"	"330,784.00"	1.39	"23,688,000.00"	-	-	-
1516	ADVA11P1905A	0.25	0.25	0.24	0.24	-4	"1,958,000.00"	"471,330.00"	"1,958,000.00"	"471,330.00"	2.18	"21,600,000.00"	-	-	-
1517	ROBI19C1901A	0.25	0.27	0.23	0.24	-4	"3,991,400.00"	"995,128.00"	"3,991,400.00"	"995,128.00"	3.33	"28,800,000.00"	-	-	-
1518	BANP16C1912A	0.49	0.48	0.47	0.47	-4.08	400	190	400	190	N/A	"18,800,000.00"	-	-	-
1519	SVH	442	448	422	424	-4.07	"4,900.00"	"2,103,800.00"	"4,929.00"	"2,116,668.00"	N/A	"42,400,000,000.00"	23.18	5.04	2.95
1520	BBL19P1904A	0.24	0.23	0.23	0.23	-4.17	"2,450,000.00"	"563,500.00"	"2,450,000.00"	"563,500.00"	2.04	"27,600,000.00"	-	-	-
1521	PTT19P1903A	0.24	0.23	0.2	0.23	-4.17	"3,709,200.00"	"818,316.00"	"3,709,200.00"	"818,316.00"	3.09	"27,600,000.00"	-	-	-
1522	IVL19C1903A	0.24	0.26	0.23	0.23	-4.17	"5,259,900.00"	"1,259,953.00"	"5,259,900.00"	"1,259,953.00"	4.38	"27,600,000.00"	-	-	-
1523	SIRI01P1901A	1.18	1.16	1.13	1.13	-4.24	"447,800.00"	"519,148.00"	"447,800.00"	"519,148.00"	0.76	"66,647,400.00"	-	-	-
1524	EA07C1903A	0.47	0.51	0.45	0.45	-4.26	"172,000.00"	"82,210.00"	"172,000.00"	"82,210.00"	0.34	"22,500,000.00"	-	-	-
1525	QH11C1910A	0.23	0.23	0.22	0.22	-4.35	"6,320,000.00"	"1,449,920.00"	"6,320,000.00"	"1,449,920.00"	7.02	"19,800,000.00"	-	-	-
1526	LPN19C1906A	0.23	0.24	0.22	0.22	-4.35	"989,200.00"	"219,924.00"	"989,200.00"	"219,924.00"	0.82	"26,400,000.00"	-	-	-
1527	PTT06P1903A	0.23	0.22	0.19	0.22	-4.35	"2,046,500.00"	"430,210.00"	"2,046,500.00"	"430,210.00"	3.41	"13,200,000.00"	-	-	-
1528	WHA01C1906B	0.46	0.47	0.44	0.44	-4.35	"7,164,100.00"	"3,247,337.00"	"7,164,100.00"	"3,247,337.00"	10.23	"30,804,400.00"	-	-	-
1529	STA01C1904A	0.23	0.24	0.22	0.22	-4.35	"3,869,800.00"	"892,108.00"	"3,869,800.00"	"892,108.00"	7.74	"11,000,000.00"	-	-	-
1530	STA19C1903A	0.46	0.48	0.44	0.44	-4.35	"2,460,200.00"	"1,139,883.00"	"2,460,200.00"	"1,139,883.00"	2.05	"52,800,000.00"	-	-	-
1531	TRITN-W3	0.23	0.23	0.22	0.22	-4.35	"204,900.00"	"46,089.00"	"204,947.00"	"46,094.64"	0.01	"353,453,962.40"	-	-	-
1532	NUSA-W3	0.23	0.24	0.22	0.22	-4.35	"308,000.00"	"70,667.00"	"308,000.00"	"70,667.00"	0.04	"152,666,777.12"	-	-	-
1533	SCB11P1910A	0.68	0.66	0.65	0.65	-4.41	"735,000.00"	"484,575.00"	"735,000.00"	"484,575.00"	0.82	"58,500,000.00"	-	-	-
1534	M-STOR	7.95	7.65	7.6	7.6	-4.4	"3,100.00"	"23,685.00"	"3,100.00"	"23,685.00"	0.01	"462,080,000.00"	-	0.7	9.08
1535	TISC13C1904A	0.45	0.46	0.43	0.43	-4.44	"4,765,900.00"	"2,087,835.00"	"4,765,900.00"	"2,087,835.00"	3.97	"51,600,000.00"	-	-	-
1536	KBAN01C1901A	0.45	0.48	0.43	0.43	-4.44	"8,489,700.00"	"3,897,629.00"	"8,489,700.00"	"3,897,629.00"	11.66	"31,321,200.00"	-	-	-
1537	SST-W2	1.78	1.8	1.68	1.7	-4.49	"1,958,600.00"	"3,397,338.00"	"1,958,705.00"	"3,397,490.24"	6.45	"51,656,305.40"	-	-	-
1538	S5001C1904B	0.88	0.96	0.84	0.84	-4.55	"6,196,100.00"	"5,684,480.00"	"6,196,100.00"	"5,684,480.00"	8.08	"64,402,800.00"	-	-	-
1539	ITD13C1908A	0.22	0.22	0.21	0.21	-4.55	"1,156,000.00"	"254,158.00"	"1,156,000.00"	"254,158.00"	0.58	"42,000,000.00"	-	-	-
1540	GGC19C1906A	0.66	0.68	0.62	0.63	-4.55	"4,163,000.00"	"2,720,557.00"	"4,163,000.00"	"2,720,557.00"	3.47	"75,600,000.00"	-	-	-
1541	BGRI13C1904A	0.22	0.23	0.21	0.21	-4.55	"6,861,600.00"	"1,460,995.00"	"6,861,600.00"	"1,460,995.00"	5.72	"25,200,000.00"	-	-	-
1542	DTAC13P1903A	0.22	0.21	0.21	0.21	-4.55	"2,526,200.00"	"530,502.00"	"2,526,200.00"	"530,502.00"	2.11	"25,200,000.00"	-	-	-
1543	CPAL08P1904A	0.22	0.22	0.21	0.21	-4.55	"442,700.00"	"93,782.00"	"442,700.00"	"93,782.00"	0.74	"12,600,000.00"	-	-	-
1544	SCC27C1904A	0.22	0.22	0.21	0.21	-4.55	"260,000.00"	"55,900.00"	"260,000.00"	"55,900.00"	0.52	"10,500,000.00"	-	-	-
1545	TPIP19C1902A	0.22	0.22	0.21	0.21	-4.55	"1,092,200.00"	"236,698.00"	"1,092,200.00"	"236,698.00"	0.91	"25,200,000.00"	-	-	-
1546	CPAL19C1902A	0.22	0.22	0.21	0.21	-4.55	"670,000.00"	"147,100.00"	"670,000.00"	"147,100.00"	0.56	"25,200,000.00"	-	-	-
1547	RS-W3	5.45	5.6	5.2	5.2	-4.59	"634,600.00"	"3,459,810.00"	"634,620.00"	"3,459,916.00"	0.33	"1,004,230,312.80"	-	-	-
1548	BANP13C1906A	0.43	0.44	0.4	0.41	-4.65	"54,567,300.00"	"23,404,621.00"	"54,567,300.00"	"23,404,621.00"	45.47	"49,200,000.00"	-	-	-
1549	PTG13C1904A	0.43	0.45	0.4	0.41	-4.65	"14,865,600.00"	"6,387,832.00"	"14,865,600.00"	"6,387,832.00"	12.39	"49,200,000.00"	-	-	-
1550	TMB19C1906A	0.21	0.21	0.2	0.2	-4.76	"230,000.00"	"46,200.00"	"230,000.00"	"46,200.00"	0.19	"24,000,000.00"	-	-	-
1551	BGRI28C1905A	0.21	0.21	0.2	0.2	-4.76	"5,625,400.00"	"1,140,965.00"	"5,625,400.00"	"1,140,965.00"	4.5	"25,000,000.00"	-	-	-
1552	IVL01C1905B	0.42	0.44	0.4	0.4	-4.76	"15,840,300.00"	"6,727,682.00"	"15,840,300.00"	"6,727,682.00"	15.84	"40,000,000.00"	-	-	-
1553	SCB27P1903A	0.21	0.2	0.19	0.2	-4.76	"544,000.00"	"104,710.00"	"544,000.00"	"104,710.00"	1.09	"10,000,000.00"	-	-	-
1554	DTAC27P1903A	0.21	0.2	0.2	0.2	-4.76	"810,000.00"	"162,000.00"	"810,000.00"	"162,000.00"	1.62	"10,000,000.00"	-	-	-
1555	HMPR19C1901A	0.21	0.22	0.2	0.2	-4.76	"251,000.00"	"52,220.00"	"251,000.00"	"52,220.00"	0.21	"24,000,000.00"	-	-	-
1556	ATP30-W1	0.63	0.63	0.6	0.6	-4.76	"132,600.00"	"80,337.00"	"132,600.00"	"80,337.00"	0.14	"57,171,316.20"	-	-	-
1557	S5013C1903C	1.03	1.14	0.96	0.98	-4.85	"191,638,600.00"	"202,704,831.00"	"191,638,600.00"	"202,704,831.00"	87.11	"215,600,000.00"	-	-	-
1558	GL	7.2	7.4	6.65	6.85	-4.86	"22,977,100.00"	"162,698,945.00"	"22,977,251.00"	"162,699,946.45"	1.51	"10,449,936,382.30"	15.68	1.82	N/A
1559	BCP01P1903A	0.41	0.39	0.38	0.39	-4.88	"1,151,700.00"	"449,160.00"	"1,151,700.00"	"449,160.00"	2.92	"15,381,600.00"	-	-	-
1560	LH13C1906A	0.2	0.19	0.19	0.19	-5	"6,331,000.00"	"1,202,890.00"	"6,331,000.00"	"1,202,890.00"	5.28	"22,800,000.00"	-	-	-
1561	WORK13C1905A	0.6	0.63	0.57	0.57	-5	"3,711,100.00"	"2,238,535.00"	"3,711,100.00"	"2,238,535.00"	3.09	"68,400,000.00"	-	-	-
1562	PTTG23C1906A	0.2	0.21	0.19	0.19	-5	"1,900,000.00"	"367,000.00"	"1,900,000.00"	"367,000.00"	3.8	"9,500,000.00"	-	-	-
1563	IVL19P1903A	0.2	0.2	0.18	0.19	-5	"3,692,200.00"	"694,701.00"	"3,692,200.00"	"694,701.00"	3.08	"22,800,000.00"	-	-	-
1564	SCB24P1906A	0.4	0.38	0.38	0.38	-5	"1,000.00"	380	"1,000.00"	380	N/A	"19,000,000.00"	-	-	-
1565	BGRI27C1905A	0.2	0.2	0.19	0.19	-5	"1,920,000.00"	"368,400.00"	"1,920,000.00"	"368,400.00"	3.84	"9,500,000.00"	-	-	-
1566	CPN13C1903A	0.2	0.21	0.19	0.19	-5	"2,400,000.00"	"476,058.00"	"2,400,000.00"	"476,058.00"	2	"22,800,000.00"	-	-	-
1567	CPAL01P1904B	0.2	0.2	0.18	0.19	-5	"5,868,200.00"	"1,121,185.00"	"5,868,200.00"	"1,121,185.00"	11.81	"9,441,100.00"	-	-	-
1568	EA08C1903A	0.4	0.42	0.37	0.38	-5	"4,202,100.00"	"1,654,164.00"	"4,202,100.00"	"1,654,164.00"	5.25	"30,400,000.00"	-	-	-
1569	PTT06P1901A	0.2	0.19	0.14	0.19	-5	"4,555,900.00"	"787,945.00"	"4,555,900.00"	"787,945.00"	7.59	"11,400,000.00"	-	-	-
1570	SMM	2.4	2.44	2.26	2.28	-5	"4,968,400.00"	"11,563,236.00"	"4,968,514.00"	"11,563,472.80"	1.54	"736,921,091.40"	N/A	4.11	N/A
1571	TIW	220	209	209	209	-5	100	"20,900.00"	100	"20,900.00"	N/A	"1,254,000,000.00"	28.23	1.46	0.48
1572	WHA01C1906A	0.59	0.61	0.56	0.56	-5.08	"3,758,000.00"	"2,197,199.00"	"3,758,000.00"	"2,197,199.00"	4.15	"50,764,000.00"	-	-	-
1573	LH19C1906A	0.39	0.38	0.36	0.37	-5.13	"3,006,400.00"	"1,108,032.00"	"3,006,400.00"	"1,108,032.00"	2.51	"44,400,000.00"	-	-	-
1574	ADVA19P1904A	0.39	0.38	0.36	0.37	-5.13	"4,093,600.00"	"1,503,132.00"	"4,093,600.00"	"1,503,132.00"	3.41	"44,400,000.00"	-	-	-
1575	WHA28C1906A	0.38	0.38	0.36	0.36	-5.26	"2,872,800.00"	"1,060,884.00"	"2,872,800.00"	"1,060,884.00"	4.63	"22,320,000.00"	-	-	-
1576	GPSC19C1905A	0.57	0.58	0.53	0.54	-5.26	"4,291,600.00"	"2,391,639.00"	"4,291,600.00"	"2,391,639.00"	3.58	"64,800,000.00"	-	-	-
1577	KBAN01C1904A	0.19	0.2	0.18	0.18	-5.26	"6,096,700.00"	"1,186,880.00"	"6,096,700.00"	"1,186,880.00"	6.58	"16,677,000.00"	-	-	-
1578	CENT01C1903B	0.19	0.2	0.18	0.18	-5.26	"4,567,000.00"	"884,968.00"	"4,567,000.00"	"884,968.00"	9.79	"8,400,600.00"	-	-	-
1579	BEAU19C1906A	0.56	0.59	0.53	0.53	-5.36	"9,660,000.00"	"5,347,369.00"	"9,660,000.00"	"5,347,369.00"	8.05	"63,600,000.00"	-	-	-
1580	BCPG19C1906A	0.37	0.38	0.35	0.35	-5.41	"755,500.00"	"274,194.00"	"755,500.00"	"274,194.00"	0.63	"42,000,000.00"	-	-	-
1581	IVL08C1905A	0.37	0.39	0.35	0.35	-5.41	"3,732,400.00"	"1,387,604.00"	"3,732,400.00"	"1,387,604.00"	4.67	"28,000,000.00"	-	-	-
1582	TRUE16C1912A	0.37	0.36	0.35	0.35	-5.41	"10,100.00"	"3,635.00"	"10,100.00"	"3,635.00"	0.03	"14,000,000.00"	-	-	-
1583	PTTG01C1901A	0.37	0.4	0.34	0.35	-5.41	"23,322,800.00"	"8,676,859.00"	"23,322,800.00"	"8,676,859.00"	37.84	"21,574,000.00"	-	-	-
1584	DNA <NP>	0.37	0.37	0.35	0.35	-5.41	"6,524,200.00"	"2,333,853.00"	"6,524,272.00"	"2,333,879.62"	0.1	"2,285,805,058.25"	N/A	16.92	N/A
1585	ESSO01P1906A	0.73	0.71	0.67	0.69	-5.48	"2,550,500.00"	"1,772,270.00"	"2,550,500.00"	"1,772,270.00"	5.02	"35,058,900.00"	-	-	-
1586	BANP19C1906A	0.36	0.37	0.34	0.34	-5.56	"3,647,600.00"	"1,306,521.00"	"3,647,600.00"	"1,306,521.00"	3.04	"40,800,000.00"	-	-	-
1587	GPSC06C1903A	0.36	0.38	0.32	0.34	-5.56	"4,651,000.00"	"1,615,703.00"	"4,651,000.00"	"1,615,703.00"	7.75	"20,400,000.00"	-	-	-
1588	INTU19C1906A	0.36	0.37	0.34	0.34	-5.56	"4,922,300.00"	"1,746,963.00"	"4,922,300.00"	"1,746,963.00"	4.1	"40,800,000.00"	-	-	-
1589	S5013C1903A	0.36	0.42	0.32	0.34	-5.56	"585,231,500.00"	"219,548,880.00"	"585,231,500.00"	"219,548,880.00"	94.39	"210,800,000.00"	-	-	-
